review_id,order_id,review_score,review_comment_message,pain_point_category
9314d6f9799f5bfba510cc7bcd468c01,0dacf04c5ad59fd5a0cc1faa07c34e39,2,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",Logistica_Retrasos
373cbeecea8286a2b66c97b1b157ec46,583174fbe37d3d5f0d6661be3aad1786,1,Péssimo,Otro
2c5e27fc178bde7ac173c9c62c31b070,0ce9a24111d850192a933fcaab6fbad3,1,Não gostei ! Comprei gato por lebre,Otro
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",Logistica_Retrasos
9fd59cd04b42f600df9f25e54082a8d1,3c314f50bc654f3c4e317b055681dff9,1,Nada de chegar o meu pedido.,Logistica_Retrasos
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",Producto_Incorrecto_Faltante
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",Logistica_Retrasos
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,"Produto muito inferior, mal acabado.",Calidad_Producto
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,Pedi reembolso e sem resposta até momento ,Reembolso_Atencion_Cliente
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",Logistica_Retrasos
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,Logistica_Retrasos
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,Demorou de mais pra entrega ,Logistica_Retrasos
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,Não funciona não faz sincronismo,Calidad_Producto
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",Producto_Incorrecto_Faltante
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,Logistica_Retrasos
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",Producto_Incorrecto_Faltante
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,A peça não serviu,Producto_Incorrecto_Faltante
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,Logistica_Retrasos
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",Logistica_Retrasos
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,Faltou 1 produto e os que recebi 1 veio quebrado,Producto_Incorrecto_Faltante
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,aqui está descrevendo como entregue só que ate agora não recebi,Logistica_Retrasos
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",Logistica_Retrasos
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,Producto_Incorrecto_Faltante
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! ",Logistica_Retrasos
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,Logistica_Retrasos
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,produto deu defeito na 1 vez de uso.,Calidad_Producto
252b934455d29ca8cc070504686ecc52,4806c15e687faabdb46ca2643cfcfa6e,1,até agora não recebi o produto.,Logistica_Retrasos
b736ff4204044e49e39062584d06fa74,993da8482e658ec7f1d0c6d955604936,1, A loja anuncia um produto e entrega outro.,Producto_Incorrecto_Faltante
c239d18d7e310e477d5e7b76b362db1d,80a2b0dcabefef6a83477204433b2482,1,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),Calidad_Producto
b3df5ccdfff218d039dd166e3da759f5,33fb6b947580ee29bd0c6babed6049c1,2,Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.,Logistica_Retrasos
c11da18223114c483b887b9914045f79,468c2f34312a6d270a20c7aef082041c,2,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA",Logistica_Retrasos
6f885e2fd69412264d9e74e805175d53,108e1d5b7a25ff07b49e500b1c7ae4b0,1,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ",Producto_Incorrecto_Faltante
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",Otro
4dd68a0dee5ede8a445f797c46bca436,ac706ac9421036e88d5b2c96b058aba6,1,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei,Calidad_Producto
f55ac350831de6694d569e9c0176dacd,92cd4be4e992be4ab03304531ce6c5f9,1,E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada ,Logistica_Retrasos
96ee030286f50f61c6d199bdfaa5573d,7920529b8621a433718e66c72a763bdc,1,", muito ruim ! ",Otro
6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,Passou dos dias previstos.,Logistica_Retrasos
3db041dd46e9935752c691a2093799c2,51eaae3287e04efba45a51f52098fc88,1,Produto não recomendo não ler em nenhum dispositivo,Calidad_Producto
f3f77d01a24ce4da52b6f7e83e71498d,a5a83c95ed669b7ba0ddce1d761c191f,1,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ",Reembolso_Atencion_Cliente
b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",Calidad_Producto
f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,Calidad_Producto
7cae6dc895e8f5238f2300e103742ce2,68993f27a34bd02e3b2c2ebb5c41b9ec,2,"O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.",Calidad_Producto
af41ee42a3e2dc767023449fda6c12fa,762955db358210db24103ff9ce1ddda7,1,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.",Logistica_Retrasos
4f2d420b33665f546c373953c8dfb5fd,523824180b3b651c5d233b761bdd7597,1,"Não gostei do produto, material de péssima qualidade.",Calidad_Producto
bfd1c687738141ef5861a1a1269ca855,409e065598ea4a9dba359d894ab0cab9,1,"Dos dois produtos comprados, foi entregue apenas um!",Producto_Incorrecto_Faltante
6724babb3b9952660bc345b5f5a4db07,c09eea5faf2f865d54fac5b97b961a75,1,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok,Logistica_Retrasos
b54c1776f5955ced2f54c711c665a025,520a772c685704aec515546f7a098ea9,1,Nem fizeram a nota fiscal ,Problema_Fiscal_Burocracia
f4d2c6ed9bebda9d41573e30f3d629b5,544789a536e56050d352f95b48062912,1,"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.",Calidad_Producto
341ccd0a62b82793121e9ebdd1eafaf9,adad66be45caa015d25e03ed17610197,1,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari,Logistica_Retrasos
320ae91d4c5cb8164c168fc68392a5fb,934e266bc66e8ed5bba8266dfde60175,1,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",Calidad_Producto
b92b5b1122f1298b87bc7882115db417,e30b9cda599826e24ad3f5eddf966583,1,Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.,Producto_Incorrecto_Faltante
f8499130452fd0f108a9a24454f51c32,730308f506bdb6d00878bc7cce6109f9,1,No dia 19 de maio usei e a à alça quebrou sem muito peso ,Calidad_Producto
8eaebf463e205cdcc126801ca343a33f,7977e307a9ea263c2cef8cdc9ccbbe26,2,comprei o produto na cor preta e chegou na cor vermelha.,Producto_Incorrecto_Faltante
5fd2d6fbe0e63511703a80078e938be5,993f3fc78c8cdf418bd5b0f7cfffcaa9,2,Pensei que a mochila fosse um material mais resistente.,Calidad_Producto
ed2842d0aa7ac6285c7547d17f17da4d,26874945bcbf47606ab08580cf923693,1,"Comprei um produto e veio outro.
Mandei msg informando o erro , porém não obtive resposta.
Obrigado ",Producto_Incorrecto_Faltante
9a8d24623d56c13f950247baa73f4c80,25a178eea0cfa9b0489aa1d8294423bf,1,o produto demora muita para chegar !,Logistica_Retrasos
9ba260ed7e6a228e5e9910e035a70c7f,2b7f34e9b0b9eba10050d725278d8609,1,"Somente foi entregue uma unidade, ao invés de duas.",Producto_Incorrecto_Faltante
699b866b71b5ad31f1faa2b1ab4fe1a6,43150008aa4569cfef4be756bd7dbdd3,2,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",Calidad_Producto
73a58bd10f2667a04ee95df0071d5988,a5ace85930526f2e2c1f06c2d3383e90,1,Ainda não recebi,Logistica_Retrasos
41b377e06cb52feb5630c3ce360cd8cd,a6711e454e2bbe3bb021ec7fcfd3c6ac,1,"Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja.",Logistica_Retrasos
1ff86f2ca823caab2e02507d2633081d,69ffbfbfbabf0d4360c4deb0632b6f1a,1,"Gostaria de saber quando chegará meu produto?
Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!",Logistica_Retrasos
d49137ea593f67aa74446503e88aa91d,a50a23ee8e09f54388b66da19c633bc4,1,"O produto entregue difere do pedido
trata-se de um produto inferior!
Gostaria que fosse solucionado o problema!
Não estou satisfeito com procedimento!",Producto_Incorrecto_Faltante
d3b4d016ccfc708c50866b550f903b9d,1905a6fa69b8fe273cc0ec81f8ec31b5,2,"Comprei o produto, paguei no boleto e só recebi metade do produto, anunciaram uma coisa é mandaram outra. Muito insatisfeita 😡😡😡",Producto_Incorrecto_Faltante
19074f5809403265fc47263ea93325ee,028d62c0fdae574114981f4fb33b5538,2,Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação,Logistica_Retrasos
c54629f4fc4dcf65a10efb35322ec769,06ef1c484cc535575da1724b5c6b913a,1,"Não recebi o produto, assim como nenhum contato por parte do .vendedor",Logistica_Retrasos
1c6d1543dc13cb2465c63ac5de6cb4d0,b38eef08b40fc62c878cc175dd26cd8d,1,Nem ratrear estou conseguindo:(,Logistica_Retrasos
a835f8e62dd58cf9c07678bdd7cfb935,793d395a896de12a846ed4f345bce550,2,"comprei um produto para ser entregue por essa loja
e ainda não recebi
pois assim já se passou a data de entrega",Logistica_Retrasos
782be3066f784bbc0a5f4f5256172488,655e65fc77c14d8f715cf7f9684182b2,1,veio conforme o pedido mais o pós venda não respondeu nenhuma das minhas perguntas,Otro
1489ef235189b9e5e1a9d4308bf228bd,a0c370a65210b6a6e739cf8e302b9c77,1,"Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!",Producto_Incorrecto_Faltante
bbb937e9c2b62a2205af03e8a7fed42b,0ba01684638233b0955369c3ccbdb414,2,"comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada.",Logistica_Retrasos
cb0de6745dc7d44ff821eabbc2613df9,2fa7634ce48dabd9f75b76ab8c55a9b6,1,"Os pincéis vieram amassados, não condiz com algumas fotos, mas condiz com a descrição. São fracos, não cabem na case e um veio descolado ",Calidad_Producto
71f7323f884804c6d38bbcd658e07318,759fc48b9360c6710317b337b9e8a974,1,"O produto veio diferente da q mostra na foto, não é de luxo, nem acolchoado como dizia.",Producto_Incorrecto_Faltante
86b8f28757b213a5f9888c8f31f15dc5,8d48068c3ecbc21886a881562c96d7fa,2,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio.",Calidad_Producto
5bed105c6756af72c550e78d4e9bcba7,63c10abe3e4a1cfbeda3cdde88766893,1,"Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações.",Logistica_Retrasos
d34ad0ccdfa8649968e8eb3cac55e8b4,75a935207305c1dd6146a8012323cad9,1,"Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado.",Producto_Incorrecto_Faltante
2d0d80576ee9bbab49cc108d9ec7a0fb,475f773f6c0d909e49b758adb2401e3a,1,"meu produto veio com defeito,devolvi conforme informado.postado no correio conforme indicado.e até hoje não recebi nenhuma notificação da empresa quanto a devolução e análise para ter meuressarcimento",Calidad_Producto
45d1572f5bfca2707ae6748265f8169a,bdf7cbcf2a174866c15ade0d9a55bf7d,1,Só recebemos 1 cartucho já abrimos reclamação no site e ainda não obtive resposta. ,Reembolso_Atencion_Cliente
8f16e30ff188fe57a427fee7afb60c90,f4836c9fdf304c98f625b549ea6bbc39,1,O tampo da mesa chegou todo amassado e batido.,Calidad_Producto
a099d25e117c98a5d7ae5b70119b7f32,e9e76f41dadb7c83d5f8dcbd2ca7473a,2,Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.,Logistica_Retrasos
f43eeb6bb515e7c94635efb799ac5901,7b2e128ff26556462b7d217f1b67600b,1,Até o momento eu n recebir o produto,Logistica_Retrasos
7b66de927426b71a817aa36df5e8a0b3,634e8f4c0f6744a626f77f39770ac6aa,1,Muito bom o produto e preço cobrado!,Otro
bde05133984518116b3d77d994e375d3,2a743fc30067036b7910663ced5a0b7b,2,O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca,Calidad_Producto
253662a4cd78b84ca6547d0359fe90f6,aeb81ccabe4f164a26e763cd5b07fd99,1,No aguardo de um retorno urgente.,Logistica_Retrasos
24203dee295cf23bd24b7ace9bca261f,1e189a60261c3efb60bdace6d37ac223,1,"Produto mais que passou do prazo de entregar, tento resolver o problema com a empresa e não consigo falar com ninguém. Tudo que fazem é me passar para reclamar num sistema que não funciona.",Logistica_Retrasos
4f3d4af8f472d4ccd334d4222c4e9ef4,f58c538485f196aedcc7a7f6cbe34dd6,1,Deram um prazo muito grande para a entrega do produto e não conseguiram entregar no prazo ,Logistica_Retrasos
8bc4d875dbab927e9190060688edc80f,b6e5ddeaf2e5b56015e295beb333f305,2,Excelente produto indico a qualquer pessoa.,Otro
2165b2b26e67eee7a9d28e13c0ad0468,d2aefa1e404936eb9c5660ac2bde4ecb,1,Não recebi o produto.e agora?,Logistica_Retrasos
1edf2a3596b417ee8485f64c7c2109ac,d2b733c929342acefcd33572f8a1e3da,1,"comprei tapete de borracha para tr4 mitsubishi a loja entregou um tapete de pvc horrivel
no titulo ta tapete borracha tr4,
me enganaram e agora o que fazer sendo que tem despesa para devoluçao, por",Producto_Incorrecto_Faltante
fb9c35dd3f4294381b42154f21186e83,643e340c6c562d108526c36d5a94c027,1,"MEU PRODUTO AINDA NÃO FOI ENTREGUE, JÁ FIZ MINHA RECLAMAÇÃO E ATÉ AGORA NÃO TIVE NENHUMA PREVISÃO DE ENTREGA. ESTOU SUPER INSATISFEITO E QUERO MEU DINHEIRO DE VOLTA. FOI DENUNCIAR AO PROCON.",Logistica_Retrasos
2464e0bf2ea1b52aa5552b70e5a10dfa,a12c7cc529c689355b84f45a8992971d,1,A cortina não é o modelo que pedi. |,Producto_Incorrecto_Faltante
70d2258489cae12a65d36c8c09fd54c1,b1b6c6679301e883c54342f1610a5360,1,Comprei Rosa com Braços Brancos e entregam toda Preta ?,Producto_Incorrecto_Faltante
e0dc4bf3a60093ee76994fe44150a25c,ab275e2c1b924e6f63d5edc630a56262,1,Preciso de uma previsão.,Otro
560effdc2aaba0ed5d37ed8a98cc6af2,3ef6bcdda6193f8657168ba7e8b3e948,1,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! ",Reembolso_Atencion_Cliente
d8d62030afbc777000b61bdfc7312939,14a05c02d483800864e5c19a3a7f0ee2,2,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,Logistica_Retrasos
3a9cc3b90bc22af3b6edec6ac5e899c8,8071505187465938d3f033c82180edc6,1,"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone
",Otro
bd9ff9329765ed79c1b081269e9f08aa,4642ed1845e7cd193a89f622e9f4611b,1,Não recebi o jogo na cor tabaco. Só o vermelho. ,Producto_Incorrecto_Faltante
3ba4306480ae86226634b10b023a1250,0a6b6d3fb4616f5b647bc8b0b8f69e0d,1,"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..",Logistica_Retrasos
556e5259e2d5b0cbeec371d7a22bef5a,49267f83c9f436f1147915577fdeb110,1,O produto veio estragado,Calidad_Producto
f4ac38a0c605e0acf87051fd53a414fc,fd9fd21af695ddc1b8200a18954f7b73,1,"Minha mercadoria não foi entregue , já paguei a primeira fatura quero cancelar a compra pois paguei o frete e não recebi a mercadoria.
",Logistica_Retrasos
b2afc68cb2d3f8cbf7bf956f76c0855c,80fcac926630a1f8dac09acd966434ed,1,PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,Calidad_Producto
f76c1205c2a85f2be09fbbe71d8d0b7d,d917b61df82dea35fe77a6dd3f6022e3,1,COMPREI DOIS PENDENTES SÓ CHEGOU UM. PRECISO SABER O QUE FOI QUE HOUVE?,Producto_Incorrecto_Faltante
